event_id,event_name,event_type_description,event_type_main,organizers,region_name,city_name,city_id,venue_id,venue_name,venue_address
544918,d3ea800f-ea92-45d8-8c1d-5280b259e38d,шоу,другое,№3396,Лесостепной край,Крутовинск,44,2479,"Арт-кафе ""Модуль"" Инк","бул. Водопроводный, д. 63"
544890,01f02c52-2446-46be-8982-f02a6ceb4285,концерт,концерты,№4648,Каменевский регион,Глиногорск,213,1082,"Гастрольный театр ""Магнит"" Лимитед","ш. Бригадное, д. 61 стр. 81"
567902,3d6760cc-43c7-47a5-ac03-5bbd8d966322,событие,стендап,№2408,Медовская область,Радужсвет,47,1316,"Центр культурного наследия ""Точка"" Инкорпорэйтед","пер. Главный, д. 5"
518730,eb86489e-3f5f-403a-9a6e-94c0e8aa5a66,концерт,концерты,№2521,Каменевский регион,Глиногорск,213,1166,"Мастерская графического дизайна ""Кристалл"" Лтд","бул. Березовый, д. 1/8"
552017,798b7f7c-7bcc-4af6-8e96-dd5c8302b573,концерт,концерты,№1661,Североярская область,Озёрск,2,4475,"Клуб китаристов ""Арома"" Групп","наб. Свердлова, д. 7"
522701,552fc489-31d9-441a-905a-2269ca5381a9,событие,другое,№4887,Североярская область,Озёрск,2,3910,"Театр кукол ""Вишня"" Лтд","пр. Красина, д. 10"
584446,27f5a023-1eb7-494d-abc7-2411be4e5649,событие,другое,№1571,Берёзовская область,Златопольск,74,4481,"Школа сценического мастерства ""Вдох"" Лтд","пер. Полярный, д. 87"
147253,54862486-79cc-450b-a945-810969090566,спектакль,театр,№3533,Североярская область,Озёрск,2,4007,"Дворец культуры ""Деталь"" Инк","пер. Технический, д. 9/4 стр. 7"
565025,6fb95c14-4773-4285-a545-22f0f8180e1d,концерт,концерты,№3008,Каменевский регион,Глиногорск,213,2304,"Творческое объединение ""Гармония"" Инк","наб. Партизанская, д. 47"
566083,b475e094-3059-4005-b5f4-90b70bf20794,концерт,концерты,№1227,Североярская область,Озёрск,2,1009,"Фонд поддержки культуры ""Тайное"" Групп","бул. Заводской, д. 970 к. 3/5"
545625,c9f70b68-c2cd-4c6b-a3d9-c8566b422c7e,спектакль,театр,№4945,Каменевский регион,Глиногорск,213,3826,"Группа исследователей искусства ""Апрель"" и партнеры","ул. Лунная, д. 5/5 к. 2/3"
538556,752b6a52-2fa7-4014-847a-64a130a1911f,событие,другое,№4651,Берёзовская область,Златопольск,74,2351,"Модная академия ""Новая"" Групп","алл. Серафимовича, д. 6/7 к. 5/1"
280677,b291f0a7-e95b-4f69-8d6c-d514de7ff2a6,спектакль,театр,№1941,Ключеводский округ,Акбасты,42,3021,"Литературный клуб ""Гармония"" Инкорпорэйтед","наб. Кочубея, д. 94 к. 52"
339463,bc4836a9-318f-45d0-b486-b0aa7d4aa6db,спортивное мероприятие,спорт,№4064,Широковская область,Радужнополье,35,1535,"Школа композиции ""Магнит"" Инк","алл. Герцена, д. 8/6 к. 3"
527090,a3624514-6084-457f-add1-b11878f01222,концерт,концерты,№3703,Широковская область,Ягодиновка,239,4225,"Кинокомпания ""Динамика"" Лтд","наб. Суворова, д. 8/5 стр. 8"
538587,1ed2a6b5-85c4-4128-a0f9-5bb55d7f2602,событие,другое,№4651,Берёзовская область,Златопольск,74,4593,"Центр традиционных ремесел ""Путь"" Инк","алл. Чайковского, д. 6 к. 691"
586982,caa601bb-370d-4322-bfba-236fbf0f0408,событие,другое,№2617,Каменевский регион,Малиноворск,10716,1463,"Фольклорный центр ""Кристалл"" и партнеры","наб. Маркса Карла, д. 298"
377728,a5e0d1f4-7b1b-47f5-a405-d194d6925056,спектакль,театр,№2877,Серебринская область,Озёрчане,62,2313,"Арт-коллектив ""Способы"" Лимитед","ул. Союзная, д. 13 стр. 9/3"
531865,de7b3ac4-1b26-4546-aed4-26c4b76e3a1f,концерт,концерты,№1747,Травиницкий округ,Сосновечин,64,4230,"Фестивальный проект ""Листья"" Групп","пер. Проезжий, д. 9"
551023,f23a5a41-2bec-498f-bbee-ab4246d2d12f,событие,другое,№3568,Солнечноземская область,Глинополье,56,2590,"Клуб писателей ""Кутюр"" Лтд","бул. Никитина, д. 69"
523669,dcf6f06f-8499-41d7-8bc2-a0e3d7afe313,концерт,концерты,№1050,Каменевский регион,Глиногорск,213,2219,"Музей исторических ремесел ""Задумка"" Лимитед","алл. Гоголя, д. 910 стр. 2/7"
208300,a4690054-10d8-43a8-97ed-f690069ec98e,событие,другое,№3890,Миропольская область,Ордасай,67,4121,"Магазин искусства ""Область"" Лтд","пр. Металлистов, д. 2"
192181,98af88e7-9301-4824-82af-f3248f2d10d2,спектакль,театр,№4969,Каменевский регион,Глиногорск,213,4383,"Галерея современного искусства ""Сентябрь"" Лимитед","пр. Трактовый, д. 33 к. 8/1"
572624,2a6cc496-1f15-447b-9c30-e46c250a7aec,событие,другое,№5088,Верхоречная область,Серебрянка,163,1533,"Клуб настольного тенниса ""Фазенда"" Инк","пер. Семашко, д. 8/7 стр. 7"
174478,11bed89a-d91c-48fd-bf2e-b73ad99bf695,событие,другое,№1602,Каменевский регион,Глиногорск,213,3440,"Киновидеостудия ""Angle"" Лтд","пер. Деповский, д. 120"
408645,8100efc9-8782-4aeb-bab0-38b84dfccb0e,концерт,концерты,№5114,Травяная область,Родниковск,22,2190,"Студия рукоделия ""Сердце"" и партнеры","ул. Лазо, д. 2/6 к. 1/4"
382786,8b59e594-e565-491a-ac28-763192b4dfbb,спектакль,театр,№1822,Каменевский регион,Глиногорск,213,3902,"Клуб любителей музыки ""Путь"" Лимитед","ш. Локомотивное, д. 53 к. 1/7"
504312,f6d1aaf1-cb64-412a-8b24-77c6ec5107aa,спектакль,театр,№2247,Североярская область,Озёрск,2,1488,"Фестиваль искусств ""Свет"" Групп","бул. Морской, д. 95 стр. 8"
502511,345b5e47-5822-493c-8254-e5e88d5af39d,концерт,концерты,№4898,Североярская область,Озёрск,2,3425,"Клуб настольных игр ""Космос"" Лимитед","бул. Мостовой, д. 1 к. 2"
32395,f60e86a1-7b70-415d-a93a-bfb3122f470a,спектакль,театр,№4685,Североярская область,Озёрск,2,2847,"Театр ""Шанс"" и партнеры","пр. Красный, д. 135 к. 6/7"
237277,d80a734a-cf5c-4b14-9990-c50f185fc8c7,балет,театр,№3518,Светополянский округ,Глиноград,54,2622,"Библиотека ""График"" и партнеры","пер. Нагорный, д. 1"
553164,3e282473-b124-471b-aed5-e437764cd2dd,концерт,концерты,№996,Каменевский регион,Глиногорск,213,2189,"Искусственная сцена ""Тепло"" Лимитед","ул. Овражная, д. 5 стр. 210"
543004,a12b1b0f-07f2-43e4-8ebf-fae986aa7062,концерт,концерты,№4353,Североярская область,Озёрск,2,2680,"Студия звукозаписи ""Свет"" Инкорпорэйтед","ул. Курортная, д. 4 к. 2/2"
557122,2936690e-67f9-4978-8a2a-d98a01de1aa0,концерт,концерты,№1813,Тепляковская область,Горнодолинск,43,3868,"Научно-культурный центр ""Образ"" Инк","пер. Курганный, д. 3"
60699,c9b20d29-3ea7-44cf-bd07-44c0a83f9bf7,спектакль,театр,№4902,Североярская область,Озёрск,2,3538,"Научный центр ""Птица"" Лимитед","ш. Отрадное, д. 406"
508110,6aa42b3b-be75-4560-abd4-95668cf2be05,концерт,концерты,№1384,Зоринский регион,Луговинск,66,2649,"Студия танца ""Эстет"" Лтд","пер. Весенний, д. 90 стр. 417"
239215,0a435c5d-9d41-47f0-ab48-9c607dd7e433,спортивное мероприятие,спорт,№1494,Каменевский регион,Глиногорск,213,1614,"Культурный центр ""Общие"" Групп","ул. Владимирская, д. 87 стр. 4"
319362,aec0d956-1d9f-4ecf-a425-9f480619e7c3,спектакль,театр,№1819,Каменноозёрный край,Ордакент,12,3993,"Галерея стрит-арта ""Симфония"" Групп","пр. Ивановский, д. 622 к. 290"
490993,09e040b1-35f1-4df0-ba50-3677e24f57fa,концерт,концерты,№5048,Каменевский регион,Глиногорск,213,2704,"Летний фестиваль ""Симфония"" Лтд","бул. Боровой, д. 8/1 стр. 43"
569564,343b201a-e40b-47db-8e70-fbaea25a09f2,концерт,концерты,№3310,Каменевский регион,Глиногорск,213,1374,"Театр ""Модуль"" Инкорпорэйтед","ш. Нахимова, д. 1/7"
394547,53625b39-af7c-48d1-867f-8c6682fe777d,событие,другое,№4199,Североярская область,Озёрск,2,3525,"Клуб любителей театра ""Обилие"" Инкорпорэйтед","пер. Степной, д. 53 к. 8"
484610,6a5b0748-84ad-4275-8194-0e78d4d4a2d5,спектакль,театр,№3568,Солнечноземская область,Глинополье,56,3878,"Студия дизайна ""Ритмы"" и партнеры","пер. 8 Марта, д. 492 стр. 479"
545618,38c9843b-fdd8-4f5c-b1a5-b1cdfab70388,концерт,концерты,№1944,Травяная область,Серебровино,10859,4632,"Центр современного искусства ""Область"" Лтд","бул. Тракторный, д. 9"
576395,f72d7b45-bde6-4fe0-bb2a-d64c5d4cf2b8,концерт,концерты,№4892,Североярская область,Озёрск,2,4282,"Эстрадный театр ""Феномен"" Инкорпорэйтед","бул. Мая 1, д. 1/2"
213679,f9632ea5-2a49-43ba-840f-95fc929401fc,спектакль,театр,№1480,Североярская область,Озёрск,2,1112,"Группа по городскому искусству ""Рефлекс"" Лимитед","алл. Менделеева, д. 49 стр. 857"
570154,a8d96086-0c2f-4259-807f-a129e67d11c9,событие,выставки,№1880,Каменевский регион,Глиногорск,213,1714,"Арт-фестиваль ""Echo"" Лимитед","алл. Кубанская, д. 809 к. 5"
544101,12d4c30b-10f1-4dcc-b0e5-10dad25124ec,концерт,концерты,№3179,Каменевский регион,Кенесар,10752,3308,"Образовательная программа ""Лестница"" Инкорпорэйтед","алл. Казанская, д. 35 к. 99"
560076,68ed4317-2b9b-4885-971d-d5b06c5966dd,событие,другое,№3661,Солнечноземская область,Глинополье,56,4558,"Фестивальная платформа ""Рефлекс"" Групп","ш. Орловское, д. 1"
290019,51f2831b-22e5-4ec7-a715-3c8be8dae23f,спектакль,театр,№4716,Каменевский регион,Глиногорск,213,3919,"Кладбище искусств ""Снег"" Инк","наб. Васильковая, д. 15 к. 15"
312074,c694be36-37b3-4243-b36c-dcaf301a502a,шоу,стендап,№1168,Каменевский регион,Глиногорск,213,968,"Молодежная творческая группа ""Clarity"" Групп","ул. Владимирская, д. 4/1 стр. 1"
546452,450972c1-687b-4b9c-8bdd-80967a92d356,шоу,стендап,№4481,Каменевский регион,Глиногорск,213,1321,"Образовательное учреждение искусства ""Свет"" Лтд","пер. Космодемьянской, д. 884 стр. 493"
561176,33c94284-9637-4897-83e2-19d388ba2dc5,концерт,концерты,№4400,Каменевский регион,Радужинск,10734,3880,"Проект по интеграции искусства ""Ключ"" Инк","ш. Гайдара, д. 9 стр. 77"
295716,6a80c5dd-c6c0-462b-933f-3d1103abbb45,цирковое шоу,ёлки,№4491,Речицкая область,Радужанов,11,4481,"Школа сценического мастерства ""Вдох"" Лтд","пер. Полярный, д. 87"
453976,ee26d758-1155-4183-8533-8ba2c7c93e98,концерт,концерты,№2648,Каменевский регион,Глиногорск,213,1248,"Фестиваль искусств ""Лимонад"" Лтд","пер. Малиновый, д. 7/2 стр. 3/5"
528454,eb7c2894-3db5-41dc-8dcd-3ba693d7224d,концерт,концерты,№1659,Широковская область,Горнополец,1107,4662,"Клуб истории искусств ""Финал"" Лимитед","алл. Овражная, д. 705 стр. 3"
307394,2be229aa-95eb-4b2d-b0b5-1251d801eb17,шоу,другое,№4207,Речиновская область,Дальнесветск,65,3045,"Клуб стендап-комедии ""Верность"" Инк","ул. Дружбы, д. 576 к. 568"
583047,56208388-ee0b-428e-b5d2-ee2d51c454c7,концерт,концерты,№2837,Яблоневская область,Березовцево,971,3969,"Искусственная сцена ""Кристалл"" Инкорпорэйтед","алл. Мусы Джалиля, д. 6/4"
435924,85288b7b-e64d-4fe8-99b6-877b7f0e5e5e,концерт,концерты,№3258,Горностепной регион,Травогород,973,3831,"Выставочный центр ""Скопление"" Инкорпорэйтед","алл. Московская, д. 45"
202889,d1102465-6714-42e9-9fc0-793562a4328e,спектакль,театр,№4048,Медовская область,Радужсвет,47,3227,"Детская театральная студия ""Тема"" Инкорпорэйтед","пр. Дальний, д. 53"
563329,bdf94d9b-7502-4dc8-9663-d41ec2508ce5,событие,другое,№3301,Горицветская область,Островецк,50,4553,"Группа арт-менеджеров ""Пункт"" и партнеры","пр. Курганный, д. 240"
276844,861fce3e-ef3b-4eb9-80bf-54b610b7af75,оперетта,другое,№1714,Широковская область,Радужнополье,35,2694,"Академия искусства ""Флаг"" Лимитед","бул. Достоевского, д. 490 стр. 4/8"
68353,cdb2f372-d330-406d-85fd-9907d76a9a25,спектакль,театр,№3866,Светополянский округ,Глиноград,54,2403,"Гармония ""Сердце"" Лимитед","бул. Труда, д. 831 стр. 2"
544963,f8c452a6-670f-4a25-9277-a91a8e2aa1e7,концерт,концерты,№1756,Каменополянский округ,Тихосветск,10664,3753,"Клуб искусств ""Чудо"" Лтд","наб. Карбышева, д. 25 стр. 6/6"
576188,f24af038-53a6-4645-a4a1-5dc0af281440,концерт,концерты,№4130,Ягодиновская область,Речинцево,194,4560,"Молодежный культурный проект ""Способы"" Лтд","ул. Дальняя, д. 84 к. 1"
491522,54fcc6b1-5158-445e-8e60-4754562c7690,спектакль,театр,№3892,Дальнезорский край,Рощино,195,2363,"Арт-лаборатория ""Способы"" Инкорпорэйтед","наб. Дружбы, д. 6 стр. 71"
525263,2aca8793-bc12-4774-982d-4e0c3b00150c,концерт,концерты,№4629,Зоринский регион,Луговинск,66,3149,"Дворец культуры ""Скворечник"" Инк","пер. Кочубея, д. 7/7 к. 50"
498818,58a4dc53-7fe9-46a2-bf02-b782910ce2ec,концерт,концерты,№4524,Малиновая область,Сарыжар,16,3637,"Ретро-театр ""Салон"" Групп","ш. Таманское, д. 472"
138665,45e6b8e1-bcae-4a79-a24a-09f4b500b040,спектакль,театр,№3996,Миропольская область,Ордасай,67,1632,"Мастерская живого действия ""Перфект"" и партнеры","ул. Мира, д. 1/2 стр. 7/7"
559810,718b4f73-2618-49be-8a33-e438668ba42b,спектакль,театр,№4582,Серебринская область,Озёрчане,62,4023,"Училище искусств ""Трапеция"" Лимитед","алл. Революции, д. 53"
565822,07bf2fd5-5cf3-4c0c-9198-24328f9ab962,балет,театр,№1954,Каменевский регион,Глиногорск,213,3967,"Детская театральная студия ""Фазовый"" Лтд","пер. Спортивный, д. 71 к. 6"
533435,7045e16e-893c-4c36-a4d8-0bfe7fe572f0,концерт,концерты,№1755,Тепляковская область,Горнодолинск,43,1676,"Кабинет Искусств ""Восход"" Групп","алл. Поперечная, д. 6"
278692,b0724cf0-29dd-49ad-93e2-62d1dd21f222,событие,другое,№3608,Светополянский округ,Глиноград,54,4345,"Фестивальная платформа ""Магнит"" Инкорпорэйтед","бул. Громова, д. 344 стр. 6"
259250,99893050-b260-46ac-931c-c34e83ab970f,спектакль,театр,№3691,Каменевский регион,Глиногорск,213,3753,"Клуб искусств ""Чудо"" Лтд","наб. Карбышева, д. 25 стр. 6/6"
579098,29ac1a9a-b989-406e-b5c7-b6a24372741e,спектакль,театр,№2071,Каменевский регион,Глиногорск,213,4061,"Сообщество художников ""Кофе"" Лтд","пр. Журавлева, д. 740"
38338,a6488978-1e8c-42dd-b00e-b6f9d0f98e21,спектакль,театр,№2857,Широковская область,Радужнополье,35,3303,"Научный центр ""Мороз"" Групп","пр. Рабочий, д. 11 к. 3/2"
537469,962b6399-4b77-4ee9-8cca-0594caf0906c,событие,другое,№2903,Боровлянский край,Ключевополье,976,4536,"Дом-музей ""Тема"" Инкорпорэйтед","ул. Энтузиастов, д. 1/6 стр. 611"
18606,1f42d7ac-2d27-4447-9296-20e0c31f4419,спектакль,театр,№1743,Светополянский округ,Глиноград,54,3999,"Творческая ассоциация ""Ведро"" Лтд","ш. Лунное, д. 505 к. 546"
547936,e1ebd418-da24-4009-8e8b-9e89c15c90a4,концерт,концерты,№4127,Яблоневская область,Нуртас,11043,2124,"Народная школа искусств ""Протон"" Лтд","ул. Слободская, д. 7/1 стр. 5"
542605,e7caf86b-5ae5-4601-85f7-43ea093d3590,концерт,концерты,№1659,Каменевский регион,Глиногорск,213,3602,"Театр поэзии ""Планета"" Лимитед","ш. Сибирское, д. 65"
24912,770a80c8-4617-4335-b221-f59e249ebdec,опера,театр,№4890,Североярская область,Озёрск,2,2411,"Клуб начинающих писателей ""Мечтатель"" Инкорпорэйтед","алл. Водопроводная, д. 27 стр. 4"
560794,3c7a3498-543b-4a2b-b314-5d75323bde7d,спектакль,театр,№3547,Широковская область,Луговаярово,970,3251,"Детский дом культуры ""Сводка"" и партнеры","пр. Таежный, д. 95 к. 9"
174492,f9ee5fcc-1a6f-46e7-aef5-a149ceb2a439,событие,другое,№2266,Горностепной регион,Травогород,973,3831,"Выставочный центр ""Скопление"" Инкорпорэйтед","алл. Московская, д. 45"
178032,daef5538-a514-4ad9-b54f-6f659f25078b,спектакль,театр,№4847,Североярская область,Озёрск,2,2203,"Гармония ""Сделайка"" Групп","наб. Курская, д. 4 стр. 4/1"
558257,985d8b4f-46f9-47ad-8451-743d6d1d66b6,концерт,концерты,№4178,Каменевский регион,Глиногорск,213,1242,"Магазин искусства ""Утро"" Лимитед","бул. Ворошилова, д. 6 стр. 316"
543076,d6b50add-6599-4aee-aadf-28a9cd0529e5,концерт,концерты,№2873,Каменевский регион,Глиногорск,213,1251,"Исторический центр ""Сказка"" Лтд","пр. Ручейный, д. 1/9 стр. 661"
266006,e1fef96f-f1d7-462d-91a6-13a99bb9c83a,спектакль,театр,№1044,Североярская область,Озёрск,2,3019,"Детская театральная студия ""Перспектива"" Инк","пр. Фадеева, д. 9/2 стр. 5"
565806,5fa0442d-05b0-4a2c-b548-02a3e1773c14,спектакль,театр,№1928,Вишнёвский край,Солнечнёвка,41,3949,"Студия искусства ""Жемчуг"" Инк","алл. Поселковая, д. 7 стр. 254"
538964,ee5b9390-ea71-48ea-9716-0503efcd12b5,концерт,концерты,№2956,Каменевский регион,Глиногорск,213,2640,"Культурный центр ""Общие"" Лимитед","ул. Курганная, д. 5"
560257,5968624a-45eb-42ba-a698-d845437ca956,концерт,концерты,№4481,Каменевский регион,Глиногорск,213,1321,"Образовательное учреждение искусства ""Свет"" Лтд","пер. Космодемьянской, д. 884 стр. 493"
591221,9cc55c15-4375-4129-9979-3129688ba1b4,концерт,концерты,№2121,Каменевский регион,Глиногорск,213,944,"Ремесленный центр ""Мороз"" Лимитед","ул. Черноморская, д. 32 к. 9/6"
206031,f1268138-ff97-4380-b3fc-fe193addd774,мюзикл,театр,№1694,Речиновская область,Дальнесветск,65,2248,"Литературная мастерская ""Эксплорер"" Групп","бул. Приморский, д. 1 к. 441"
309772,b0b28aeb-3e51-41b8-93f9-13b07210d6a2,концерт,концерты,№3496,Каменевский регион,Глиногорск,213,1450,"Группа по городскому искусству ""Область"" Лимитед","пр. Ленинский, д. 12"
462898,5ba4aa3f-21bd-407f-a5ae-7daac3dd15d2,концерт,концерты,№2587,Каменноярский край,Поленовино,146,4562,"Креативный инкубатор ""Quest"" Инкорпорэйтед","пр. 60 лет Октября, д. 2"
538366,349b2f4f-72bc-4320-97d8-c3f92369efb5,событие,другое,№5016,Каменевский регион,Глиногорск,213,3619,"Образовательная программа ""Точка"" Лтд","пр. Пионерский, д. 76 стр. 3"
572940,2c1a47e7-2183-49be-b67e-f72b2300b462,концерт,концерты,№3887,Каменноозёрный край,Ордакент,12,3745,"Театр на треноге ""Наследие"" Лтд","пр. Чкалова, д. 1/1 стр. 544"
494565,e252d33a-2394-44b8-b11d-f0709a6f0260,концерт,концерты,№881,Малиновоярский округ,Верховино,197,4113,"Мастерская живого действия ""Гардероб"" Лимитед","ш. 30 лет Победы, д. 38 стр. 664"
324894,9ab932f4-dc10-4bb6-ada8-3c60520eb2d8,спектакль,театр,№4948,Сосновская область,Солчелуг,13,2355,"Театр молодежи ""Забавный"" Групп","пр. Фрунзе, д. 454 стр. 160"
588031,d19d2c81-c546-4f35-8ec6-14376aea9048,спортивное мероприятие,спорт,№1440,Дальнеземская область,Теплоозёрск,15,2805,"Центр культурного наследия ""Заряд"" и партнеры","ш. Пугачева, д. 9/7 к. 39"
545582,1cc2f0f7-ee62-4e87-9562-fe22f189f911,концерт,концерты,№3470,Зеленоградский округ,Шаныртау,24,3245,"Мастерская графического дизайна ""Победа"" Инкорпорэйтед","пр. Космодемьянской, д. 7/8 стр. 700"
557039,53198b7a-84df-4262-8bed-919081a626a5,спектакль,театр,№3123,Североярская область,Озёрск,2,1992,"Студия анимации ""Fusion"" Групп","пр. Путевой, д. 3 стр. 5/1"
550110,9f954197-04c9-4bd1-83b1-4b19001ddab0,спорт,спорт,№1440,Дальнеземская область,Теплоозёрск,15,2805,"Центр культурного наследия ""Заряд"" и партнеры","ш. Пугачева, д. 9/7 к. 39"
528737,3cf81603-5638-40bd-b28d-e2e244dc32b0,концерт,концерты,№3467,Медовская область,Радужсвет,47,4277,"Дом-музей ""Восход"" и партнеры","пр. Карла Либкнехта, д. 91 стр. 8"
166973,868e9764-c964-4399-be02-502293b8c818,событие,другое,№3567,Глиногорская область,Глиногорь,10951,3012,"Творческая ассоциация ""Фазенда"" Лимитед","ул. Мостовая, д. 93 к. 9"
369337,d0cc19e5-d540-4be6-8b76-146f50cc4c1a,спектакль,театр,№5042,Речицкий регион,Глинянск,1106,2368,"Ассоциация художников ""Пончик"" Лимитед","пер. Луначарского, д. 3/1"
539441,1e611df0-a3ce-4cac-b391-f316180600b4,концерт,концерты,№4618,Североярская область,Озёрск,2,2380,"Индивидуальные уроки музыки ""Pulse"" и партнеры","ул. Верхняя, д. 3/8"
483447,d7cf1afe-fff3-41b2-a4fa-e690d35a81ef,концерт,концерты,№2711,Яблоневская область,Светополье,39,2715,"Творческая инициатива ""Радость"" Инк","бул. Тепличный, д. 75"
284987,8d339bcd-e4e6-4e7f-9b96-f985ab48d0e0,спектакль,театр,№5076,Светополянский округ,Глиноград,54,2325,"Мастерская по изготовлению украшений ""Лавка"" и партнеры","ул. Плеханова, д. 303 стр. 9/4"
558847,646971bd-4704-49e9-8e35-19c4d28d17ce,шоу,стендап,№1317,Горностепной регион,Травогород,973,1346,"Студия танца ""Поток"" Групп","ш. Карьерное, д. 9/7"
561500,02042a1a-5ca1-40f7-afdd-98f04b4ea338,концерт,концерты,№1737,Яблоневская область,Светополье,39,4230,"Фестивальный проект ""Листья"" Групп","пер. Проезжий, д. 9"
498671,f87de5b0-a5c5-43a2-8424-ef9e527b6c13,концерт,концерты,№3451,Луговая область,Яблонецк,967,1768,"Театр ""Задор"" Инкорпорэйтед","пер. Боровой, д. 1 стр. 75"
459200,417e19a7-299c-48a4-8d9f-85fadc992c03,событие,другое,№3301,Североярская область,Озёрск,2,1044,"Спектакль ""Ремесло"" Инк","алл. Степная, д. 5 стр. 9"
525892,aee41e5e-f1bb-45c2-bf37-2d94f278f55c,событие,другое,№4731,Североярская область,Озёрск,2,4650,"Центр традиционных ремесел ""Река"" Инк","ул. Береговая, д. 30"
421688,a46bfa4a-2a01-417e-9c20-b32da92a63a8,спектакль,театр,№1832,Каменевский регион,Глиногорск,213,2947,"Студия дизайна ""Космос"" Групп","алл. 50 лет Октября, д. 59"
446591,dd44450f-cac9-4730-8876-a93801611044,концерт,концерты,№3022,Лугоградская область,Кристалевск,193,1228,"Клуб начинающих писателей ""Таблетка"" Лимитед","ш. Кавказское, д. 411"
375350,237eba5b-44fc-4f80-9505-c99afdac1dc2,концерт,концерты,№4415,Тепляковская область,Горнодолинск,43,4005,"Команда артистов ""Света"" и партнеры","пер. Розы Люксембург, д. 958"
144552,dc3e78cf-7dc1-471f-9515-63a804b99061,балет,театр,№3502,Серебринская область,Озёрчане,62,4023,"Училище искусств ""Трапеция"" Лимитед","алл. Революции, д. 53"
514968,12111726-d09e-48c9-9284-83a2979305e3,концерт,концерты,№2094,Лугоградская область,Кристалевск,193,1279,"Центр культурного наследия ""Мотив"" Лимитед","пер. Путевой, д. 6/7 к. 88"
546295,a3624514-6084-457f-add1-b11878f01222,концерт,концерты,№3962,Широковская область,Горнополец,1107,2836,"Детская художественная школа ""Echo"" Инк","ул. Подгорная, д. 3 к. 286"
323513,93c21661-73aa-4bf6-8444-7e1279e5ac48,концерт,концерты,№915,Североярская область,Озёрск,2,2259,"Клуб настольных игр ""Crepe"" Лимитед","алл. Амурская, д. 2/6 к. 4/6"
554895,2ea4a0ce-a8ca-4405-a6d5-53343fdd5613,концерт,концерты,№1153,Североярская область,Озёрск,2,2439,"Центр ремёсел ""Область"" Инкорпорэйтед","бул. Донской, д. 78"
536869,c8e0ea10-c6a1-4a0d-88f1-2c1eec1745ae,спектакль,театр,№1881,Каменевский регион,Глиногорск,213,4076,"Группа арт-менеджеров ""Ритмы"" Лимитед","наб. Пограничная, д. 2 к. 5/3"
347399,f17cfb78-c63e-4b06-8614-7b72e4f8838b,спектакль,театр,№2864,Озернинский край,Лесоярич,51,2433,"Выставка ремесел ""Таланты"" Лимитед","алл. Донская, д. 3 к. 7"
568157,311d6d03-f0bf-46bd-b23b-f8cdb255028d,концерт,концерты,№1020,Североярская область,Озёрск,2,2793,"Фонд поддержки культуры ""Химера"" и партнеры","алл. Первомайская, д. 61"
77384,ce7a5239-f22d-4bd9-b2d4-143e73f83c7e,балет,театр,№4904,Североярская область,Озёрск,2,3538,"Научный центр ""Птица"" Лимитед","ш. Отрадное, д. 406"
519089,9b5ce7d4-c59e-4821-ae42-1ce2e63d2100,спектакль,театр,№4901,Североярская область,Озёрск,2,2743,"Академический ансамбль ""Задумка"" Инкорпорэйтед","пер. Краснопартизанский, д. 7/5"
10225,71a3a2e2-c25b-491c-bf74-06857891d22c,спектакль,театр,№1684,Каменевский регион,Глиногорск,213,2930,"Арт-объединение ""Сделайка"" Инк","пер. Ясный, д. 3 стр. 913"
32702,0b8f01d6-61c5-435d-a3f5-ad9f40c09b17,спектакль,театр,№5019,Каменевский регион,Глиногорск,213,3900,"Цирковая студия ""Солнце"" и партнеры","алл. Тупиковая, д. 29"
393185,cfec99a6-3795-4e70-8243-febe422b6ef1,шоу,стендап,№4192,Североярская область,Озёрск,2,1309,"Отель-музей ""Деталь"" Инкорпорэйтед","ул. Республиканская, д. 30 к. 70"
553722,cd4cde29-5aca-4cfe-ab7e-cc6a52fadebf,событие,другое,№3868,Медовская область,Радужсвет,47,2519,"Концертный зал ""Полуостров"" Инкорпорэйтед","пер. Николаева, д. 44 стр. 29"
26464,23957a7f-b836-413b-bd7d-86530fdf2235,спектакль,театр,№3910,Солнечноземская область,Глинополье,56,3975,"Кабинет Искусств ""История"" и партнеры","пр. Гайдара, д. 4 к. 7/1"
292847,25de1d3a-05a6-4913-89fd-472aa3dd3139,событие,другое,№3589,Светополянский округ,Жаркентай,11164,2873,"Арт-фестиваль ""Модуль"" Лимитед","наб. Журавлева, д. 1 к. 329"
517604,aa7f8232-2eef-4931-8e5b-492761ad6efd,событие,другое,№4259,Малиновоярский округ,Верховино,197,4113,"Мастерская живого действия ""Гардероб"" Лимитед","ш. 30 лет Победы, д. 38 стр. 664"
533632,7ad0f60d-fd3d-4242-b3fd-aab3b01fcfc6,концерт,стендап,№2648,Каменевский регион,Глиногорск,213,4096,"Детский дом культуры ""Легенда"" Лимитед","алл. Невского, д. 796"
582706,33e81cd9-f6f0-4167-9ad9-fb5919b10a92,концерт,концерты,№2842,Каменевский регион,Глиногорск,213,3070,"Группа арт-менеджеров ""Знак"" Инкорпорэйтед","алл. Волжская, д. 7/8"
531654,c263f1fb-0f5c-4cfd-92a5-7d6b1195cc0d,концерт,концерты,№2837,Яблоневская область,Светополье,39,2633,"Образовательный центр ""Кубок"" и партнеры","наб. Прудовая, д. 9 к. 7"
